rank,model_id,model_name,avg_agentic_coding_score,benchmark_coverage,swe_bench_verified_pct,livecodebench_pct,swerebench_pct,arena_elo_coding,arena_elo
2940,sagemaker-meta-textgeneration-llama-2-70b-b-f,sagemaker-meta-textgeneration-llama-2-70b-b-f,,0,,,,,
2941,sagemaker-meta-textgeneration-llama-2-7b,sagemaker-meta-textgeneration-llama-2-7b,,0,,,,,
2942,sagemaker-meta-textgeneration-llama-2-7b-f,sagemaker-meta-textgeneration-llama-2-7b-f,,0,,,,,
2943,salesforce-2-llama-xlam-2-70b-fc-r,Llama-xLAM-2 70B fc-r,,0,,,,,
2944,sambanova-deepseek-r1,sambanova-deepseek-r1,,0,,,,,
2945,sambanova-deepseek-r1-distill-llama-70b,sambanova-deepseek-r1-distill-llama-70b,,0,,,,,
2946,sambanova-deepseek-v3-0324,sambanova-deepseek-v3-0324,,0,,,,,
2947,sambanova-deepseek-v3-1,sambanova-deepseek-v3-1,,0,,,,,
2948,sambanova-gpt-oss-120b,sambanova-gpt-oss-120b,,0,,,,,
2949,sambanova-llama-4-maverick-17b-128e-instruct,sambanova-llama-4-maverick-17b-128e-instruct,,0,,,,,
2950,sambanova-llama-4-scout-17b-16e-instruct,sambanova-llama-4-scout-17b-16e-instruct,,0,,,,,
2951,sambanova-meta-llama-3-1-405b-instruct,sambanova-meta-llama-3-1-405b-instruct,,0,,,,,
2952,sambanova-meta-llama-3-1-8b-instruct,sambanova-meta-llama-3-1-8b-instruct,,0,,,,,
2953,sambanova-meta-llama-3-2-1b-instruct,sambanova-meta-llama-3-2-1b-instruct,,0,,,,,
2954,sambanova-meta-llama-3-2-3b-instruct,sambanova-meta-llama-3-2-3b-instruct,,0,,,,,
2955,sambanova-meta-llama-3-3-70b-instruct,sambanova-meta-llama-3-3-70b-instruct,,0,,,,,
2956,sambanova-meta-llama-guard-3-8b,sambanova-meta-llama-guard-3-8b,,0,,,,,
2957,sambanova-qwen2-audio-7b-instruct,sambanova-qwen2-audio-7b-instruct,,0,,,,,
2958,sambanova-qwen3-32b,sambanova-qwen3-32b,,0,,,,,
2959,sambanova-qwq-32b,sambanova-qwq-32b,,0,,,,,
2960,sample-spec,sample-spec,,0,,,,,
2961,sao10k-2-l3-1-70b-euryale-v2-2,Llama 3.1 70B Euryale,,0,,,,,
2962,sao10k-2-l3-1-70b-hanami-x1,Llama 3.1 70B Hanami,,0,,,,,
2963,sao10k-2-l3-3-70b-euryale-v2-3,Llama 3.3 70B Euryale,,0,,,,,
2964,sao10k-2-l3-8b-stheno-v3-2,Sao10K Stheno 8b,,0,,,,,
2965,sao10k-l3-1-70b-euryale-v2-2,sao10k-l3-1-70b-euryale-v2-2,,0,,,,,
2966,sao10k-l3-1-70b-hanami-x1,Sao10K: Llama 3.1 70B Hanami x1,,0,,,,,
2967,sao10k-l3-1-euryale-70b,Sao10K: Llama 3.1 Euryale 70B v2.2,,0,,,,,
2968,sao10k-l3-3-70b-euryale-v2-3,sao10k-l3-3-70b-euryale-v2-3,,0,,,,,
2969,sao10k-l3-3-euryale-70b,Sao10K: Llama 3.3 Euryale 70B,,0,,,,,
2970,sao10k-l3-70b-euryale-v2-1,L3 70B Euryale V2.1,,0,,,,,
2971,sao10k-l3-8b-lunaris,Sao10k L3 8B Lunaris,,0,,,,,
2972,sao10k-l3-8b-lunaris-v1-turbo,sao10k-l3-8b-lunaris-v1-turbo,,0,,,,,
2973,sao10k-l3-8b-stheno-v3-2,L3 8B Stheno V3.2,,0,,,,,
2974,sao10k-l3-euryale-70b,Sao10k: Llama 3 Euryale 70B v2.1,,0,,,,,
2975,sao10k-l3-lunaris-8b,Sao10K: Llama 3 8B Lunaris,,0,,,,,
2976,sao10k-l31-70b-euryale-v2-2,L31 70B Euryale V2.2,,0,,,,,
2977,sarvam-sarvam-m,sarvam-sarvam-m,,0,,,,,
2978,sarvamai-sarvam-m,Sarvam-M (free),,0,,,,,
2979,sarvan-medium,Sarvam Medium,,0,,,,,
2980,search,search,,0,,,,,
2981,searxng-search,searxng-search,,0,,,,,
2982,serper-search,serper-search,,0,,,,,
2983,sherlock-dash-alpha,Sherlock Dash Alpha,,0,,,,,
2984,sherlock-think-alpha,Sherlock Think Alpha,,0,,,,,
2985,shisa-ai-shisa-v2-1-llama3-3-70b,Shisa V2.1 Llama 3.3 70B,,0,,,,,
2986,shisa-ai-shisa-v2-llama3-3-70b,Shisa V2 Llama 3.3 70B,,0,,,,,
2987,siliconflow-deepseek-r1-0528,siliconflow/deepseek-r1-0528,,0,,,,,
2988,siliconflow-deepseek-v3-0324,siliconflow/deepseek-v3-0324,,0,,,,,
2989,siliconflow-deepseek-v3-1-terminus,siliconflow/deepseek-v3.1-terminus,,0,,,,,
2990,siliconflow-deepseek-v3-2,siliconflow/deepseek-v3.2,,0,,,,,
2991,skywork-r1v4-lite,Skywork R1V4-Lite,,0,,,,,
2992,snowflake-claude-3-5-sonnet,snowflake-claude-3-5-sonnet,,0,,,,,
2993,snowflake-deepseek-r1,snowflake-deepseek-r1,,0,,,,,
2994,snowflake-gemma-7b,snowflake-gemma-7b,,0,,,,,
2995,snowflake-jamba-1-5-large,snowflake-jamba-1-5-large,,0,,,,,
2996,snowflake-jamba-1-5-mini,snowflake-jamba-1-5-mini,,0,,,,,
2997,snowflake-jamba-instruct,snowflake-jamba-instruct,,1,,,,1101.0,1109.0
2998,snowflake-llama2-70b-chat,snowflake-llama2-70b-chat,,0,,,,,
2999,snowflake-llama3-1-405b,snowflake-llama3-1-405b,,0,,,,,
3000,snowflake-llama3-1-70b,snowflake-llama3-1-70b,,0,,,,,
3001,snowflake-llama3-1-8b,snowflake-llama3-1-8b,,0,,,,,
3002,snowflake-llama3-2-1b,snowflake-llama3-2-1b,,0,,,,,
3003,snowflake-llama3-2-3b,snowflake-llama3-2-3b,,0,,,,,
3004,snowflake-llama3-3-70b,snowflake-llama3-3-70b,,0,,,,,
3005,snowflake-llama3-70b,snowflake-llama3-70b,,0,,,,,
3006,snowflake-llama3-8b,snowflake-llama3-8b,,0,,,,,
3007,snowflake-mistral-7b,snowflake-mistral-7b,,0,,,,,
3008,snowflake-mistral-large,snowflake-mistral-large,,0,,,,,
3009,snowflake-mistral-large2,snowflake-mistral-large2,,0,,,,,
3010,snowflake-mixtral-8x7b,snowflake-mixtral-8x7b,,0,,,,,
3011,snowflake-reka-core,snowflake-reka-core,,0,,,,,
3012,snowflake-reka-flash,snowflake-reka-flash,,0,,,,,
3013,snowflake-snowflake-arctic,snowflake-snowflake-arctic,,0,,,,,
3014,snowflake-snowflake-llama-3-1-405b,snowflake-snowflake-llama-3-1-405b,,0,,,,,
3015,snowflake-snowflake-llama-3-3-70b,snowflake-snowflake-llama-3-3-70b,,0,,,,,
3016,solar-mini,solar-mini,,0,,,,,
3017,solar-pro2,solar-pro2,,0,,,,,
3018,solar-pro3,solar-pro3,,0,,,,,
3019,sonar-deep-research,Perplexity: Sonar Deep Research,,0,,,,,
3020,sonar-medium-chat,sonar-medium-chat,,0,,,,,
3021,sonar-medium-online,sonar-medium-online,,0,,,,,
3022,sonar-pro-search,Perplexity: Sonar Pro Search,,0,,,,,
3023,sonar-reasoning,Perplexity Sonar Reasoning,,1,,,,,
3024,sonar-reasoning-pro,Perplexity: Sonar Reasoning Pro,,0,,,,,
3025,sonar-small-chat,sonar-small-chat,,0,,,,,
3026,sonar-small-online,sonar-small-online,,0,,,,,
3027,soob3123-amoral-gemma3-27b-v2,Amoral Gemma3 27B v2,,0,,,,,
3028,soob3123-grayline-qwen3-8b,Grayline Qwen3 8B,,0,,,,,
3029,soob3123-veiled-calla-12b,Veiled Calla 12B,,0,,,,,
3030,sora-2,Sora-2,,0,,,,,
3031,sora-2-pro,Sora-2-Pro,,0,,,,,
3032,sora-2-pro-high-res,sora-2-pro-high-res,,0,,,,,
3033,sourceful-riverflow-v2-fast-preview,Riverflow V2 Fast Preview,,0,,,,,
3034,sourceful-riverflow-v2-max-preview,Riverflow V2 Max Preview,,0,,,,,
3035,sourceful-riverflow-v2-standard-preview,Riverflow V2 Standard Preview,,0,,,,,
3036,speakleash-bielik-11b-v2-6-instruct,Bielik 11B v2.6 Instruct,,0,,,,,
3037,speakleash-bielik-11b-v3-0-instruct,Bielik 11B v3.0 Instruct,,0,,,,,
3038,speech-azure-tts,speech-azure-tts,,0,,,,,
3039,speech-azure-tts-hd,speech-azure-tts-hd,,0,,,,,
3040,stability-conservative,stability-conservative,,0,,,,,
3041,stability-creative,stability-creative,,0,,,,,
3042,stability-erase,stability-erase,,0,,,,,
3043,stability-fast,stability-fast,,0,,,,,
3044,stability-inpaint,stability-inpaint,,0,,,,,
3045,stability-outpaint,stability-outpaint,,0,,,,,
3046,stability-remove-background,stability-remove-background,,0,,,,,
3047,stability-replace-background-and-relight,stability-replace-background-and-relight,,0,,,,,
3048,stability-sd3,stability-sd3,,0,,,,,
3049,stability-sd3-5-large,stability-sd3-5-large,,0,,,,,
3050,stability-sd3-5-large-turbo,stability-sd3-5-large-turbo,,0,,,,,
3051,stability-sd3-5-large-v1,stability-sd3-5-large-v1,,0,,,,,
3052,stability-sd3-5-medium,stability-sd3-5-medium,,0,,,,,
3053,stability-sd3-large,stability-sd3-large,,0,,,,,
3054,stability-sd3-large-turbo,stability-sd3-large-turbo,,0,,,,,
3055,stability-sd3-large-v1,stability-sd3-large-v1,,0,,,,,
3056,stability-sd3-medium,stability-sd3-medium,,0,,,,,
3057,stability-search-and-recolor,stability-search-and-recolor,,0,,,,,
3058,stability-search-and-replace,stability-search-and-replace,,0,,,,,
3059,stability-sketch,stability-sketch,,0,,,,,
3060,stability-stable-conservative-upscale-v1,stability-stable-conservative-upscale-v1,,0,,,,,
3061,stability-stable-creative-upscale-v1,stability-stable-creative-upscale-v1,,0,,,,,
3062,stability-stable-fast-upscale-v1,stability-stable-fast-upscale-v1,,0,,,,,
3063,stability-stable-image-control-sketch-v1,stability-stable-image-control-sketch-v1,,0,,,,,
3064,stability-stable-image-control-structure-v1,stability-stable-image-control-structure-v1,,0,,,,,
3065,stability-stable-image-core,stability-stable-image-core,,0,,,,,
3066,stability-stable-image-core-v1,stability-stable-image-core-v1,,0,,,,,
3067,stability-stable-image-erase-object-v1,stability-stable-image-erase-object-v1,,0,,,,,
3068,stability-stable-image-inpaint-v1,stability-stable-image-inpaint-v1,,0,,,,,
3069,stability-stable-image-remove-background-v1,stability-stable-image-remove-background-v1,,0,,,,,
3070,stability-stable-image-search-recolor-v1,stability-stable-image-search-recolor-v1,,0,,,,,
3071,stability-stable-image-search-replace-v1,stability-stable-image-search-replace-v1,,0,,,,,
3072,stability-stable-image-style-guide-v1,stability-stable-image-style-guide-v1,,0,,,,,
3073,stability-stable-image-ultra,stability-stable-image-ultra,,0,,,,,
3074,stability-stable-image-ultra-v1,stability-stable-image-ultra-v1,,0,,,,,
3075,stability-stable-outpaint-v1,stability-stable-outpaint-v1,,0,,,,,
3076,stability-stable-style-transfer-v1,stability-stable-style-transfer-v1,,0,,,,,
3077,stability-structure,stability-structure,,0,,,,,
3078,stability-style,stability-style,,0,,,,,
3079,stability-style-transfer,stability-style-transfer,,0,,,,,
3080,stabilityai-stablediffusionxl,StableDiffusionXL,,0,,,,,
3081,standard-1024-x-1024-dall-e-2,standard-1024-x-1024-dall-e-2,,0,,,,,
3082,standard-1024-x-1024-dall-e-3,standard-1024-x-1024-dall-e-3,,0,,,,,
3083,standard-1024-x-1024-gpt-image-1-5,standard-1024-x-1024-gpt-image-1-5,,0,,,,,
3084,standard-1024-x-1024-gpt-image-1-5-2025-12-16,standard-1024-x-1024-gpt-image-1-5-2025-12-16,,0,,,,,
3085,standard-1024-x-1536-gpt-image-1-5,standard-1024-x-1536-gpt-image-1-5,,0,,,,,
3086,standard-1024-x-1536-gpt-image-1-5-2025-12-16,standard-1024-x-1536-gpt-image-1-5-2025-12-16,,0,,,,,
3087,standard-1024-x-1792-dall-e-3,standard-1024-x-1792-dall-e-3,,0,,,,,
3088,standard-1536-x-1024-gpt-image-1-5,standard-1536-x-1024-gpt-image-1-5,,0,,,,,
3089,standard-1536-x-1024-gpt-image-1-5-2025-12-16,standard-1536-x-1024-gpt-image-1-5-2025-12-16,,0,,,,,
3090,standard-1792-x-1024-dall-e-3,standard-1792-x-1024-dall-e-3,,0,,,,,
3091,steelskull-2-l3-3-cu-mai-r1-70b,Llama 3.3 70B Cu Mai,,0,,,,,
3092,steelskull-2-l3-3-electra-r1-70b,Steelskull Electra R1 70b,,0,,,,,
3093,steelskull-2-l3-3-ms-evalebis-70b,MS Evalebis 70b,,0,,,,,
3094,steelskull-2-l3-3-ms-evayale-70b,Evayale 70b,,0,,,,,
3095,steelskull-2-l3-3-ms-nevoria-70b,Steelskull Nevoria 70b,,0,,,,,
3096,steelskull-2-l3-3-nevoria-r1-70b,Steelskull Nevoria R1 70b,,0,,,,,
3097,step-1-32k,Step 1 (32K),,0,,,,,
3098,step-2-16k,Step 2 (16K),,1,,,,,
3099,step-2-16k-exp,Step-2 16k Exp,,1,,,,1313.0,1321.0
3100,step-2-mini,Step-2 Mini,,0,,,,,
3101,step-3,Step-3,,1,,,,1400.0,1360.0
3102,step-3-5-flash,Step 3.5 Flash,,0,,,,,
3103,step-r1-v-mini,Step R1 V Mini,,0,,,,,
3104,stepfun-ai-gelab-zero-4b-preview,Stepfun-Ai/Gelab Zero 4b Preview,,0,,,,,
3105,stepfun-ai-step-3-5-flash,Step 3.5 Flash,,0,,,,,
3106,stepfun-step-3,Step-3,,0,,,,,
3107,stepfun-step-3-5-flash,StepFun: Step 3.5 Flash (free),,0,,,,,
3108,stepfun-step-3-5-flash-free,Step 3.5 Flash (Free),,0,,,,,
3109,study-gpt-chatgpt-4o-latest,Study Mode,,0,,,,,
3110,switchpoint-router,Switchpoint Router,,0,,,,,
3111,tavily-search,tavily-search,,0,,,,,
3112,tavily-search-advanced,tavily-search-advanced,,0,,,,,
3113,tee-deepseek-r1-0528,DeepSeek R1 0528 TEE,,0,,,,,
3114,tee-deepseek-v3-1,DeepSeek V3.1 TEE,,0,,,,,
3115,tee-deepseek-v3-2,DeepSeek V3.2 TEE,,0,,,,,
3116,tee-gemma-3-27b-it,Gemma 3 27B TEE,,0,,,,,
3117,tee-glm-4-6,GLM 4.6 TEE,,0,,,,,
3118,tee-glm-4-7,GLM 4.7 TEE,,0,,,,,
3119,tee-glm-4-7-flash,GLM 4.7 Flash TEE,,0,,,,,
3120,tee-glm-5,GLM 5 TEE,,0,,,,,
3121,tee-gpt-oss-120b,GPT-OSS 120B TEE,,0,,,,,
3122,tee-gpt-oss-20b,GPT-OSS 20B TEE,,0,,,,,
3123,tee-kimi-k2-5,Kimi K2.5 TEE,,0,,,,,
3124,tee-kimi-k2-5-thinking,Kimi K2.5 Thinking TEE,,0,,,,,
3125,tee-kimi-k2-thinking,Kimi K2 Thinking TEE,,0,,,,,
3126,tee-llama3-3-70b,Llama 3.3 70B,,0,,,,,
3127,tee-minimax-m2-1,MiniMax M2.1 TEE,,0,,,,,
3128,tee-qwen2-5-vl-72b-instruct,Qwen2.5 VL 72B TEE,,0,,,,,
3129,tee-qwen3-30b-a3b-instruct-2507,Qwen3 30B A3B Instruct 2507 TEE,,0,,,,,
3130,tee-qwen3-5-397b-a17b,Qwen3.5 397B A17B TEE,,0,,,,,
3131,tee-qwen3-coder,Qwen3 Coder 480B TEE,,0,,,,,
3132,tencent-hunyuan-a13b-instruct,Tencent: Hunyuan A13B Instruct,,0,,,,,
3133,tencent-hunyuan-mt-7b,tencent/Hunyuan-MT-7B,,0,,,,,
3134,text-completion-codestral-codestral-2405,text-completion-codestral-codestral-2405,,0,,,,,
3135,text-completion-codestral-codestral-latest,text-completion-codestral-codestral-latest,,0,,,,,
3136,text-embedding-004,text-embedding-004,,0,,,,,
3137,text-embedding-005,Text Embedding 005,,0,,,,,
3138,text-embedding-3-large,text-embedding-3-large,,0,,,,,
3139,text-embedding-3-small,text-embedding-3-small,,0,,,,,
3140,text-embedding-ada-002,text-embedding-ada-002,,0,,,,,
3141,text-embedding-ada-002-v2,text-embedding-ada-002-v2,,0,,,,,
3142,text-embedding-large-exp-03-07,text-embedding-large-exp-03-07,,0,,,,,
3143,text-embedding-preview-0409,text-embedding-preview-0409,,0,,,,,
3144,text-moderation-007,text-moderation-007,,0,,,,,
3145,text-moderation-latest,text-moderation-latest,,0,,,,,
3146,text-moderation-stable,text-moderation-stable,,0,,,,,
3147,text-multilingual-embedding-002,Text Multilingual Embedding 002,,0,,,,,
3148,text-unicorn,text-unicorn,,0,,,,,
3149,text-unicorn@001,text-unicorn@001,,0,,,,,
3150,thedrummer-2-anubis-70b-v1,Anubis 70B v1,,0,,,,,
3151,thedrummer-2-anubis-70b-v1-1,Anubis 70B v1.1,,0,,,,,
3152,thedrummer-2-cydonia-24b-v2,The Drummer Cydonia 24B v2,,0,,,,,
3153,thedrummer-2-cydonia-24b-v4,The Drummer Cydonia 24B v4,,0,,,,,
3154,thedrummer-2-cydonia-24b-v4-1,The Drummer Cydonia 24B v4.1,,0,,,,,
3155,thedrummer-2-cydonia-24b-v4-3,The Drummer Cydonia 24B v4.3,,0,,,,,
3156,thedrummer-2-magidonia-24b-v4-3,The Drummer Magidonia 24B v4.3,,0,,,,,
3157,thedrummer-2-rocinante-12b-v1-1,Rocinante 12b,,0,,,,,
3158,thedrummer-2-skyfall-36b-v2,TheDrummer Skyfall 36B V2,,0,,,,,
3159,thedrummer-2-unslopnemo-12b-v4-1,UnslopNemo 12b v4,,0,,,,,
3160,thedrummer-cydonia-24b-v4-1,TheDrummer: Cydonia 24B V4.1,,0,,,,,
3161,thedrummer-rocinante-12b,TheDrummer: Rocinante 12B,,0,,,,,
3162,thedrummer-skyfall-36b-v2,TheDrummer: Skyfall 36B V2,,0,,,,,
3163,thedrummer-unslopnemo-12b,TheDrummer: UnslopNemo 12B,,0,,,,,
3164,thudm-glm-4-32b-0414,THUDM/GLM-4-32B-0414,,0,,,,,
3165,thudm-glm-4-9b-0414,THUDM/GLM-4-9B-0414,,0,,,,,
3166,thudm-glm-z1-32b,GLM Z1 32B (free),,0,,,,,
3167,thudm-glm-z1-32b-0414,THUDM/GLM-Z1-32B-0414,,0,,,,,
3168,thudm-glm-z1-9b-0414,THUDM/GLM-Z1-9B-0414,,0,,,,,
3169,thudm-glm-z1-rumination-32b-0414,GLM Z1 Rumination 32B 0414,,0,,,,,
3170,tngtech-deepseek-r1t-chimera,TNG: DeepSeek R1T Chimera,,0,,,,,
3171,tngtech-deepseek-r1t2-chimera,TNG: DeepSeek R1T2 Chimera,,0,,,,,
3172,tngtech-deepseek-tng-r1t2-chimera,DeepSeek TNG R1T2 Chimera,,0,,,,,
3173,tngtech-tng-r1t-chimera,R1T Chimera (free),,0,,,,,
3174,tngtech-tng-r1t-chimera-tee,TNG R1T Chimera TEE,,0,,,,,
3175,tngtech-tng-r1t-chimera-turbo,TNG R1T Chimera Turbo,,0,,,,,
3176,together-ai-21-1b-41b,together-ai-21-1b-41b,,0,,,,,
3177,together-ai-4-1b-8b,together-ai-4-1b-8b,,0,,,,,
3178,together-ai-41-1b-80b,together-ai-41-1b-80b,,0,,,,,
3179,together-ai-8-1b-21b,together-ai-8-1b-21b,,0,,,,,
3180,together-ai-81-1b-110b,together-ai-81-1b-110b,,0,,,,,
3181,together-ai-baai-bge-base-en-v1-5,together-ai-baai-bge-base-en-v1-5,,0,,,,,
3182,together-ai-deepseek-ai-deepseek-r1,together-ai-deepseek-ai-deepseek-r1,,0,,,,,
3183,together-ai-deepseek-ai-deepseek-r1-0528-tput,together-ai-deepseek-ai-deepseek-r1-0528-tput,,0,,,,,
3184,together-ai-deepseek-ai-deepseek-v3,together-ai-deepseek-ai-deepseek-v3,,0,,,,,
3185,together-ai-deepseek-ai-deepseek-v3-1,together-ai-deepseek-ai-deepseek-v3-1,,0,,,,,
3186,together-ai-embedding-151m-to-350m,together-ai-embedding-151m-to-350m,,0,,,,,
3187,together-ai-embedding-up-to-150m,together-ai-embedding-up-to-150m,,0,,,,,
3188,together-ai-meta-llama-llama-3-2-3b-instruct-turbo,together-ai-meta-llama-llama-3-2-3b-instruct-turbo,,0,,,,,
3189,together-ai-meta-llama-llama-3-3-70b-instruct-turbo,together-ai-meta-llama-llama-3-3-70b-instruct-turbo,,0,,,,,
3190,together-ai-meta-llama-llama-3-3-70b-instruct-turbo-free,together-ai-meta-llama-llama-3-3-70b-instruct-turbo-free,,0,,,,,
3191,together-ai-meta-llama-llama-4-maverick-17b-128e-instruct-fp8,together-ai-meta-llama-llama-4-maverick-17b-128e-instruct-fp8,,0,,,,,
3192,together-ai-meta-llama-llama-4-scout-17b-16e-instruct,together-ai-meta-llama-llama-4-scout-17b-16e-instruct,,0,,,,,
3193,together-ai-meta-llama-meta-llama-3-1-405b-instruct-turbo,together-ai-meta-llama-meta-llama-3-1-405b-instruct-turbo,,0,,,,,
3194,together-ai-meta-llama-meta-llama-3-1-70b-instruct-turbo,together-ai-meta-llama-meta-llama-3-1-70b-instruct-turbo,,0,,,,,
3195,together-ai-meta-llama-meta-llama-3-1-8b-instruct-turbo,together-ai-meta-llama-meta-llama-3-1-8b-instruct-turbo,,0,,,,,
3196,together-ai-mistralai-mistral-7b-instruct-v0-1,together-ai-mistralai-mistral-7b-instruct-v0-1,,0,,,,,
3197,together-ai-mistralai-mistral-small-24b-instruct-2501,together-ai-mistralai-mistral-small-24b-instruct-2501,,0,,,,,
3198,together-ai-mistralai-mixtral-8x7b-instruct-v0-1,together-ai-mistralai-mixtral-8x7b-instruct-v0-1,,0,,,,,
3199,together-ai-moonshotai-kimi-k2-5,together-ai-moonshotai-kimi-k2-5,,0,,,,,
3200,together-ai-moonshotai-kimi-k2-instruct,together-ai-moonshotai-kimi-k2-instruct,,0,,,,,
3201,together-ai-moonshotai-kimi-k2-instruct-0905,together-ai-moonshotai-kimi-k2-instruct-0905,,0,,,,,
3202,together-ai-openai-gpt-oss-120b,together-ai-openai-gpt-oss-120b,,0,,,,,
3203,together-ai-openai-gpt-oss-20b,together-ai-openai-gpt-oss-20b,,0,,,,,
3204,together-ai-qwen-qwen2-5-72b-instruct-turbo,together-ai-qwen-qwen2-5-72b-instruct-turbo,,0,,,,,
3205,together-ai-qwen-qwen2-5-7b-instruct-turbo,together-ai-qwen-qwen2-5-7b-instruct-turbo,,0,,,,,
3206,together-ai-qwen-qwen3-235b-a22b-fp8-tput,together-ai-qwen-qwen3-235b-a22b-fp8-tput,,0,,,,,
3207,together-ai-qwen-qwen3-235b-a22b-instruct-2507-tput,together-ai-qwen-qwen3-235b-a22b-instruct-2507-tput,,0,,,,,
3208,together-ai-qwen-qwen3-235b-a22b-thinking-2507,together-ai-qwen-qwen3-235b-a22b-thinking-2507,,0,,,,,
3209,together-ai-qwen-qwen3-5-397b-a17b,together-ai-qwen-qwen3-5-397b-a17b,,0,,,,,
3210,together-ai-qwen-qwen3-coder-480b-a35b-instruct-fp8,together-ai-qwen-qwen3-coder-480b-a35b-instruct-fp8,,0,,,,,
3211,together-ai-qwen-qwen3-next-80b-a3b-instruct,together-ai-qwen-qwen3-next-80b-a3b-instruct,,0,,,,,
3212,together-ai-qwen-qwen3-next-80b-a3b-thinking,together-ai-qwen-qwen3-next-80b-a3b-thinking,,0,,,,,
3213,together-ai-togethercomputer-codellama-34b-instruct,together-ai-togethercomputer-codellama-34b-instruct,,0,,,,,
3214,together-ai-up-to-4b,together-ai-up-to-4b,,0,,,,,
3215,together-ai-zai-org-glm-4-5-air-fp8,together-ai-zai-org-glm-4-5-air-fp8,,0,,,,,
3216,together-ai-zai-org-glm-4-6,together-ai-zai-org-glm-4-6,,0,,,,,
3217,together-ai-zai-org-glm-4-7,together-ai-zai-org-glm-4-7,,0,,,,,
3218,tongyi-intent-detect-v3,Tongyi Intent Detect V3,,0,,,,,
3219,tongyi-zhiwen-2-qwenlong-l1-32b,QwenLong L1 32B,,0,,,,,
3220,topazlabs-co-topazlabs,TopazLabs,,0,,,,,
3221,trinity-large-preview-free,Trinity Large Preview,,1,,,,,71.48
3222,trytako-tako,Tako,,0,,,,,
3223,tts-1,tts-1,,0,,,,,
3224,tts-1-1106,tts-1-1106,,0,,,,,
3225,tts-1-hd,tts-1-hd,,0,,,,,
3226,tts-1-hd-1106,tts-1-hd-1106,,0,,,,,
3227,twelvelabs-marengo-embed-2-7-v1,twelvelabs-marengo-embed-2-7-v1,,0,,,,,
3228,twelvelabs-pegasus-1-2-v1,twelvelabs-pegasus-1-2-v1,,0,,,,,
3229,undi95-remm-slerp-l2-13b,ReMM SLERP 13B,,0,,,,,
3230,universal-summarizer,Universal Summarizer,,0,,,,,
3231,unsloth-gemma-3-12b-it,Gemma 3 12B IT,,0,,,,,
3232,unsloth-gemma-3-1b-it,Gemma 3 1B IT,,0,,,,,
3233,unsloth-gemma-3-27b-it,Gemma 3 27B IT,,0,,,,,
3234,unsloth-gemma-3-4b-it,Gemma 3 4B IT,,0,,,,,
3235,unsloth-llama-3-2-1b-instruct,Llama 3.2 1B Instruct,,0,,,,,
3236,unsloth-llama-3-2-3b-instruct,Llama 3.2 3B Instruct,,0,,,,,
3237,unsloth-mistral-nemo-instruct-2407,Mistral Nemo Instruct 2407,,0,,,,,
3238,unsloth-mistral-small-24b-instruct-2501,Mistral Small 24B Instruct 2501,,0,,,,,
3239,upstage-solar-pro-3,Upstage: Solar Pro 3,,0,,,,,
3240,us-amazon-nova-2-lite-v1,us-amazon-nova-2-lite-v1,,0,,,,,
3241,us-amazon-nova-2-pro-preview-20251202-v1,us-amazon-nova-2-pro-preview-20251202-v1,,0,,,,,
3242,us-amazon-nova-lite-v1,us-amazon-nova-lite-v1,,0,,,,,
3243,us-amazon-nova-micro-v1,us-amazon-nova-micro-v1,,0,,,,,
3244,us-amazon-nova-premier-v1,us-amazon-nova-premier-v1,,0,,,,,
3245,us-amazon-nova-pro-v1,us-amazon-nova-pro-v1,,0,,,,,
3246,us-anthropic-claude-3-5-haiku-20241022-v1,us-anthropic-claude-3-5-haiku-20241022-v1,,0,,,,,
3247,us-anthropic-claude-3-5-sonnet-20240620-v1,us-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,,,
3248,us-anthropic-claude-3-5-sonnet-20241022-v2,us-anthropic-claude-3-5-sonnet-20241022-v2,,0,,,,,
3249,us-anthropic-claude-3-7-sonnet-20250219-v1,us-anthropic-claude-3-7-sonnet-20250219-v1,,0,,,,,
3250,us-anthropic-claude-3-haiku-20240307-v1,us-anthropic-claude-3-haiku-20240307-v1,,0,,,,,
3251,us-anthropic-claude-3-opus-20240229-v1,us-anthropic-claude-3-opus-20240229-v1,,0,,,,,
3252,us-anthropic-claude-3-sonnet-20240229-v1,us-anthropic-claude-3-sonnet-20240229-v1,,0,,,,,
3253,us-anthropic-claude-haiku-4-5-20251001-v1,Claude Haiku 4.5 (US),,0,,,,,
3254,us-anthropic-claude-opus-4-1-20250805-v1,Claude Opus 4.1 (US),,0,,,,,
3255,us-anthropic-claude-opus-4-20250514-v1,Claude Opus 4 (US),,0,,,,,
3256,us-anthropic-claude-opus-4-5-20251101-v1,Claude Opus 4.5 (US),,0,,,,,
3257,us-anthropic-claude-opus-4-6-v1,Claude Opus 4.6 (US),,0,,,,,
3258,us-anthropic-claude-sonnet-4-20250514-v1,Claude Sonnet 4 (US),,0,,,,,
3259,us-anthropic-claude-sonnet-4-5-20250929-v1,Claude Sonnet 4.5 (US),,0,,,,,
3260,us-anthropic-claude-sonnet-4-6,Claude Sonnet 4.6 (US),,0,,,,,
3261,us-deepseek-r1-v1,us-deepseek-r1-v1,,0,,,,,
3262,us-deepseek-v3-2,us-deepseek-v3-2,,0,,,,,
