rank,model_id,model_name,avg_reasoning_chat_score,benchmark_coverage,livebench_reasoning,livebench_overall,arena_elo
3087,standard-1024-x-1024-dall-e-3,standard-1024-x-1024-dall-e-3,,0,,,
3088,standard-1024-x-1024-gpt-image-1-5,standard-1024-x-1024-gpt-image-1-5,,0,,,
3089,standard-1024-x-1024-gpt-image-1-5-2025-12-16,standard-1024-x-1024-gpt-image-1-5-2025-12-16,,0,,,
3090,standard-1024-x-1536-gpt-image-1-5,standard-1024-x-1536-gpt-image-1-5,,0,,,
3091,standard-1024-x-1536-gpt-image-1-5-2025-12-16,standard-1024-x-1536-gpt-image-1-5-2025-12-16,,0,,,
3092,standard-1024-x-1792-dall-e-3,standard-1024-x-1792-dall-e-3,,0,,,
3093,standard-1536-x-1024-gpt-image-1-5,standard-1536-x-1024-gpt-image-1-5,,0,,,
3094,standard-1536-x-1024-gpt-image-1-5-2025-12-16,standard-1536-x-1024-gpt-image-1-5-2025-12-16,,0,,,
3095,standard-1792-x-1024-dall-e-3,standard-1792-x-1024-dall-e-3,,0,,,
3096,steelskull-2-l3-3-cu-mai-r1-70b,Llama 3.3 70B Cu Mai,,0,,,
3097,steelskull-2-l3-3-electra-r1-70b,Steelskull Electra R1 70b,,0,,,
3098,steelskull-2-l3-3-ms-evalebis-70b,MS Evalebis 70b,,0,,,
3099,steelskull-2-l3-3-ms-evayale-70b,Evayale 70b,,0,,,
3100,steelskull-2-l3-3-ms-nevoria-70b,Steelskull Nevoria 70b,,0,,,
3101,steelskull-2-l3-3-nevoria-r1-70b,Steelskull Nevoria R1 70b,,0,,,
3102,step-1-32k,Step 1 (32K),,0,,,
3103,step-2-mini,Step-2 Mini,,0,,,
3104,step-3-5-flash,Step 3.5 Flash,,0,,,
3105,step-r1-v-mini,Step R1 V Mini,,0,,,
3106,stepfun-ai-gelab-zero-4b-preview,Stepfun-Ai/Gelab Zero 4b Preview,,0,,,
3107,stepfun-ai-step-3-5-flash,Step 3.5 Flash,,0,,,
3108,stepfun-step-3,Step-3,,0,,,
3109,stepfun-step-3-5-flash,StepFun: Step 3.5 Flash (free),,0,,,
3110,stepfun-step-3-5-flash-free,Step 3.5 Flash (Free),,0,,,
3111,study-gpt-chatgpt-4o-latest,Study Mode,,0,,,
3112,switchpoint-router,Switchpoint Router,,0,,,
3113,tavily-search,tavily-search,,0,,,
3114,tavily-search-advanced,tavily-search-advanced,,0,,,
3115,tee-deepseek-r1-0528,DeepSeek R1 0528 TEE,,0,,,
3116,tee-deepseek-v3-1,DeepSeek V3.1 TEE,,0,,,
3117,tee-deepseek-v3-2,DeepSeek V3.2 TEE,,0,,,
3118,tee-gemma-3-27b-it,Gemma 3 27B TEE,,0,,,
3119,tee-glm-4-6,GLM 4.6 TEE,,0,,,
3120,tee-glm-4-7,GLM 4.7 TEE,,0,,,
3121,tee-glm-4-7-flash,GLM 4.7 Flash TEE,,0,,,
3122,tee-glm-5,GLM 5 TEE,,0,,,
3123,tee-gpt-oss-120b,GPT-OSS 120B TEE,,0,,,
3124,tee-gpt-oss-20b,GPT-OSS 20B TEE,,0,,,
3125,tee-kimi-k2-5,Kimi K2.5 TEE,,0,,,
3126,tee-kimi-k2-5-thinking,Kimi K2.5 Thinking TEE,,0,,,
3127,tee-kimi-k2-thinking,Kimi K2 Thinking TEE,,0,,,
3128,tee-llama3-3-70b,Llama 3.3 70B,,0,,,
3129,tee-minimax-m2-1,MiniMax M2.1 TEE,,0,,,
3130,tee-qwen2-5-vl-72b-instruct,Qwen2.5 VL 72B TEE,,0,,,
3131,tee-qwen3-30b-a3b-instruct-2507,Qwen3 30B A3B Instruct 2507 TEE,,0,,,
3132,tee-qwen3-5-397b-a17b,Qwen3.5 397B A17B TEE,,0,,,
3133,tee-qwen3-coder,Qwen3 Coder 480B TEE,,0,,,
3134,tencent-hunyuan-a13b-instruct,Tencent: Hunyuan A13B Instruct,,0,,,
3135,tencent-hunyuan-mt-7b,tencent/Hunyuan-MT-7B,,0,,,
3136,text-completion-codestral-codestral-2405,text-completion-codestral-codestral-2405,,0,,,
3137,text-completion-codestral-codestral-latest,text-completion-codestral-codestral-latest,,0,,,
3138,text-embedding-004,text-embedding-004,,0,,,
3139,text-embedding-005,Text Embedding 005,,0,,,
3140,text-embedding-3-large,text-embedding-3-large,,0,,,
3141,text-embedding-3-small,text-embedding-3-small,,0,,,
3142,text-embedding-ada-002,text-embedding-ada-002,,0,,,
3143,text-embedding-ada-002-v2,text-embedding-ada-002-v2,,0,,,
3144,text-embedding-large-exp-03-07,text-embedding-large-exp-03-07,,0,,,
3145,text-embedding-preview-0409,text-embedding-preview-0409,,0,,,
3146,text-moderation-007,text-moderation-007,,0,,,
3147,text-moderation-latest,text-moderation-latest,,0,,,
3148,text-moderation-stable,text-moderation-stable,,0,,,
3149,text-multilingual-embedding-002,Text Multilingual Embedding 002,,0,,,
3150,text-unicorn,text-unicorn,,0,,,
3151,text-unicorn@001,text-unicorn@001,,0,,,
3152,thedrummer-2-anubis-70b-v1,Anubis 70B v1,,0,,,
3153,thedrummer-2-anubis-70b-v1-1,Anubis 70B v1.1,,0,,,
3154,thedrummer-2-cydonia-24b-v2,The Drummer Cydonia 24B v2,,0,,,
3155,thedrummer-2-cydonia-24b-v4,The Drummer Cydonia 24B v4,,0,,,
3156,thedrummer-2-cydonia-24b-v4-1,The Drummer Cydonia 24B v4.1,,0,,,
3157,thedrummer-2-cydonia-24b-v4-3,The Drummer Cydonia 24B v4.3,,0,,,
3158,thedrummer-2-magidonia-24b-v4-3,The Drummer Magidonia 24B v4.3,,0,,,
3159,thedrummer-2-rocinante-12b-v1-1,Rocinante 12b,,0,,,
3160,thedrummer-2-skyfall-36b-v2,TheDrummer Skyfall 36B V2,,0,,,
3161,thedrummer-2-unslopnemo-12b-v4-1,UnslopNemo 12b v4,,0,,,
3162,thedrummer-cydonia-24b-v4-1,TheDrummer: Cydonia 24B V4.1,,0,,,
3163,thedrummer-rocinante-12b,TheDrummer: Rocinante 12B,,0,,,
3164,thedrummer-skyfall-36b-v2,TheDrummer: Skyfall 36B V2,,0,,,
3165,thedrummer-unslopnemo-12b,TheDrummer: UnslopNemo 12B,,0,,,
3166,thudm-glm-4-32b-0414,THUDM/GLM-4-32B-0414,,0,,,
3167,thudm-glm-4-9b-0414,THUDM/GLM-4-9B-0414,,0,,,
3168,thudm-glm-z1-32b,GLM Z1 32B (free),,0,,,
3169,thudm-glm-z1-32b-0414,THUDM/GLM-Z1-32B-0414,,0,,,
3170,thudm-glm-z1-9b-0414,THUDM/GLM-Z1-9B-0414,,0,,,
3171,thudm-glm-z1-rumination-32b-0414,GLM Z1 Rumination 32B 0414,,0,,,
3172,tngtech-deepseek-r1t-chimera,TNG: DeepSeek R1T Chimera,,0,,,
3173,tngtech-deepseek-r1t2-chimera,TNG: DeepSeek R1T2 Chimera,,0,,,
3174,tngtech-deepseek-tng-r1t2-chimera,DeepSeek TNG R1T2 Chimera,,0,,,
3175,tngtech-tng-r1t-chimera,R1T Chimera (free),,0,,,
3176,tngtech-tng-r1t-chimera-tee,TNG R1T Chimera TEE,,0,,,
3177,tngtech-tng-r1t-chimera-turbo,TNG R1T Chimera Turbo,,0,,,
3178,together-ai-21-1b-41b,together-ai-21-1b-41b,,0,,,
3179,together-ai-4-1b-8b,together-ai-4-1b-8b,,0,,,
3180,together-ai-41-1b-80b,together-ai-41-1b-80b,,0,,,
3181,together-ai-8-1b-21b,together-ai-8-1b-21b,,0,,,
3182,together-ai-81-1b-110b,together-ai-81-1b-110b,,0,,,
3183,together-ai-baai-bge-base-en-v1-5,together-ai-baai-bge-base-en-v1-5,,0,,,
3184,together-ai-deepseek-ai-deepseek-r1,together-ai-deepseek-ai-deepseek-r1,,0,,,
3185,together-ai-deepseek-ai-deepseek-r1-0528-tput,together-ai-deepseek-ai-deepseek-r1-0528-tput,,0,,,
3186,together-ai-deepseek-ai-deepseek-v3,together-ai-deepseek-ai-deepseek-v3,,0,,,
3187,together-ai-deepseek-ai-deepseek-v3-1,together-ai-deepseek-ai-deepseek-v3-1,,0,,,
3188,together-ai-embedding-151m-to-350m,together-ai-embedding-151m-to-350m,,0,,,
3189,together-ai-embedding-up-to-150m,together-ai-embedding-up-to-150m,,0,,,
3190,together-ai-meta-llama-llama-3-2-3b-instruct-turbo,together-ai-meta-llama-llama-3-2-3b-instruct-turbo,,0,,,
3191,together-ai-meta-llama-llama-3-3-70b-instruct-turbo,together-ai-meta-llama-llama-3-3-70b-instruct-turbo,,0,,,
3192,together-ai-meta-llama-llama-3-3-70b-instruct-turbo-free,together-ai-meta-llama-llama-3-3-70b-instruct-turbo-free,,0,,,
3193,together-ai-meta-llama-llama-4-maverick-17b-128e-instruct-fp8,together-ai-meta-llama-llama-4-maverick-17b-128e-instruct-fp8,,0,,,
3194,together-ai-meta-llama-llama-4-scout-17b-16e-instruct,together-ai-meta-llama-llama-4-scout-17b-16e-instruct,,0,,,
3195,together-ai-meta-llama-meta-llama-3-1-405b-instruct-turbo,together-ai-meta-llama-meta-llama-3-1-405b-instruct-turbo,,0,,,
3196,together-ai-meta-llama-meta-llama-3-1-70b-instruct-turbo,together-ai-meta-llama-meta-llama-3-1-70b-instruct-turbo,,0,,,
3197,together-ai-meta-llama-meta-llama-3-1-8b-instruct-turbo,together-ai-meta-llama-meta-llama-3-1-8b-instruct-turbo,,0,,,
3198,together-ai-mistralai-mistral-7b-instruct-v0-1,together-ai-mistralai-mistral-7b-instruct-v0-1,,0,,,
3199,together-ai-mistralai-mistral-small-24b-instruct-2501,together-ai-mistralai-mistral-small-24b-instruct-2501,,0,,,
3200,together-ai-mistralai-mixtral-8x7b-instruct-v0-1,together-ai-mistralai-mixtral-8x7b-instruct-v0-1,,0,,,
3201,together-ai-moonshotai-kimi-k2-5,together-ai-moonshotai-kimi-k2-5,,0,,,
3202,together-ai-moonshotai-kimi-k2-instruct,together-ai-moonshotai-kimi-k2-instruct,,0,,,
3203,together-ai-moonshotai-kimi-k2-instruct-0905,together-ai-moonshotai-kimi-k2-instruct-0905,,0,,,
3204,together-ai-openai-gpt-oss-120b,together-ai-openai-gpt-oss-120b,,0,,,
3205,together-ai-openai-gpt-oss-20b,together-ai-openai-gpt-oss-20b,,0,,,
3206,together-ai-qwen-qwen2-5-72b-instruct-turbo,together-ai-qwen-qwen2-5-72b-instruct-turbo,,0,,,
3207,together-ai-qwen-qwen2-5-7b-instruct-turbo,together-ai-qwen-qwen2-5-7b-instruct-turbo,,0,,,
3208,together-ai-qwen-qwen3-235b-a22b-fp8-tput,together-ai-qwen-qwen3-235b-a22b-fp8-tput,,0,,,
3209,together-ai-qwen-qwen3-235b-a22b-instruct-2507-tput,together-ai-qwen-qwen3-235b-a22b-instruct-2507-tput,,0,,,
3210,together-ai-qwen-qwen3-235b-a22b-thinking-2507,together-ai-qwen-qwen3-235b-a22b-thinking-2507,,0,,,
3211,together-ai-qwen-qwen3-5-397b-a17b,together-ai-qwen-qwen3-5-397b-a17b,,0,,,
3212,together-ai-qwen-qwen3-coder-480b-a35b-instruct-fp8,together-ai-qwen-qwen3-coder-480b-a35b-instruct-fp8,,0,,,
3213,together-ai-qwen-qwen3-next-80b-a3b-instruct,together-ai-qwen-qwen3-next-80b-a3b-instruct,,0,,,
3214,together-ai-qwen-qwen3-next-80b-a3b-thinking,together-ai-qwen-qwen3-next-80b-a3b-thinking,,0,,,
3215,together-ai-togethercomputer-codellama-34b-instruct,together-ai-togethercomputer-codellama-34b-instruct,,0,,,
3216,together-ai-up-to-4b,together-ai-up-to-4b,,0,,,
3217,together-ai-zai-org-glm-4-5-air-fp8,together-ai-zai-org-glm-4-5-air-fp8,,0,,,
3218,together-ai-zai-org-glm-4-6,together-ai-zai-org-glm-4-6,,0,,,
3219,together-ai-zai-org-glm-4-7,together-ai-zai-org-glm-4-7,,0,,,
3220,tongyi-intent-detect-v3,Tongyi Intent Detect V3,,0,,,
3221,tongyi-zhiwen-2-qwenlong-l1-32b,QwenLong L1 32B,,0,,,
3222,topazlabs-co-topazlabs,TopazLabs,,0,,,
3223,trytako-tako,Tako,,0,,,
3224,tts-1,tts-1,,0,,,
3225,tts-1-1106,tts-1-1106,,0,,,
3226,tts-1-hd,tts-1-hd,,0,,,
3227,tts-1-hd-1106,tts-1-hd-1106,,0,,,
3228,twelvelabs-marengo-embed-2-7-v1,twelvelabs-marengo-embed-2-7-v1,,0,,,
3229,twelvelabs-pegasus-1-2-v1,twelvelabs-pegasus-1-2-v1,,0,,,
3230,undi95-remm-slerp-l2-13b,ReMM SLERP 13B,,0,,,
3231,universal-summarizer,Universal Summarizer,,0,,,
3232,unsloth-gemma-3-12b-it,Gemma 3 12B IT,,0,,,
3233,unsloth-gemma-3-1b-it,Gemma 3 1B IT,,0,,,
3234,unsloth-gemma-3-27b-it,Gemma 3 27B IT,,0,,,
3235,unsloth-gemma-3-4b-it,Gemma 3 4B IT,,0,,,
3236,unsloth-llama-3-2-1b-instruct,Llama 3.2 1B Instruct,,0,,,
3237,unsloth-llama-3-2-3b-instruct,Llama 3.2 3B Instruct,,0,,,
3238,unsloth-mistral-nemo-instruct-2407,Mistral Nemo Instruct 2407,,0,,,
3239,unsloth-mistral-small-24b-instruct-2501,Mistral Small 24B Instruct 2501,,0,,,
3240,upstage-solar-pro-3,Upstage: Solar Pro 3,,0,,,
3241,us-amazon-nova-2-lite-v1,us-amazon-nova-2-lite-v1,,0,,,
3242,us-amazon-nova-2-pro-preview-20251202-v1,us-amazon-nova-2-pro-preview-20251202-v1,,0,,,
3243,us-amazon-nova-lite-v1,us-amazon-nova-lite-v1,,0,,,
3244,us-amazon-nova-micro-v1,us-amazon-nova-micro-v1,,0,,,
3245,us-amazon-nova-premier-v1,us-amazon-nova-premier-v1,,0,,,
3246,us-amazon-nova-pro-v1,us-amazon-nova-pro-v1,,0,,,
3247,us-anthropic-claude-3-5-haiku-20241022-v1,us-anthropic-claude-3-5-haiku-20241022-v1,,0,,,
3248,us-anthropic-claude-3-5-sonnet-20240620-v1,us-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,
3249,us-anthropic-claude-3-5-sonnet-20241022-v2,us-anthropic-claude-3-5-sonnet-20241022-v2,,0,,,
3250,us-anthropic-claude-3-7-sonnet-20250219-v1,us-anthropic-claude-3-7-sonnet-20250219-v1,,0,,,
3251,us-anthropic-claude-3-haiku-20240307-v1,us-anthropic-claude-3-haiku-20240307-v1,,0,,,
3252,us-anthropic-claude-3-opus-20240229-v1,us-anthropic-claude-3-opus-20240229-v1,,0,,,
3253,us-anthropic-claude-3-sonnet-20240229-v1,us-anthropic-claude-3-sonnet-20240229-v1,,0,,,
3254,us-anthropic-claude-haiku-4-5-20251001-v1,Claude Haiku 4.5 (US),,0,,,
3255,us-anthropic-claude-opus-4-1-20250805-v1,Claude Opus 4.1 (US),,0,,,
3256,us-anthropic-claude-opus-4-20250514-v1,Claude Opus 4 (US),,0,,,
3257,us-anthropic-claude-opus-4-5-20251101-v1,Claude Opus 4.5 (US),,0,,,
3258,us-anthropic-claude-opus-4-6-v1,Claude Opus 4.6 (US),,0,,,
3259,us-anthropic-claude-sonnet-4-20250514-v1,Claude Sonnet 4 (US),,0,,,
3260,us-anthropic-claude-sonnet-4-5-20250929-v1,Claude Sonnet 4.5 (US),,0,,,
3261,us-anthropic-claude-sonnet-4-6,Claude Sonnet 4.6 (US),,0,,,
3262,us-deepseek-r1-v1,us-deepseek-r1-v1,,0,,,
3263,us-deepseek-v3-2,us-deepseek-v3-2,,0,,,
3264,us-east-1-1-month-commitment-anthropic-claude-instant-v1,us-east-1-1-month-commitment-anthropic-claude-instant-v1,,0,,,
3265,us-east-1-1-month-commitment-anthropic-claude-v1,us-east-1-1-month-commitment-anthropic-claude-v1,,0,,,
3266,us-east-1-1-month-commitment-anthropic-claude-v2,us-east-1-1-month-commitment-anthropic-claude-v2,,0,,,
3267,us-east-1-6-month-commitment-anthropic-claude-instant-v1,us-east-1-6-month-commitment-anthropic-claude-instant-v1,,0,,,
3268,us-east-1-6-month-commitment-anthropic-claude-v1,us-east-1-6-month-commitment-anthropic-claude-v1,,0,,,
3269,us-east-1-6-month-commitment-anthropic-claude-v2,us-east-1-6-month-commitment-anthropic-claude-v2,,0,,,
3270,us-east-1-anthropic-claude-instant-v1,us-east-1-anthropic-claude-instant-v1,,0,,,
3271,us-east-1-anthropic-claude-v1,us-east-1-anthropic-claude-v1,,0,,,
3272,us-east-1-anthropic-claude-v2,us-east-1-anthropic-claude-v2,,0,,,
3273,us-east-1-deepseek-v3-2,us-east-1-deepseek-v3-2,,0,,,
3274,us-east-1-meta-llama3-70b-instruct-v1,us-east-1-meta-llama3-70b-instruct-v1,,0,,,
3275,us-east-1-meta-llama3-8b-instruct-v1,us-east-1-meta-llama3-8b-instruct-v1,,0,,,
3276,us-east-1-minimax-minimax-m2-1,us-east-1-minimax-minimax-m2-1,,0,,,
3277,us-east-1-mistral-mistral-7b-instruct-v0,us-east-1-mistral-mistral-7b-instruct-v0,,0,,,
3278,us-east-1-mistral-mistral-large-2402-v1,us-east-1-mistral-mistral-large-2402-v1,,0,,,
3279,us-east-1-mistral-mixtral-8x7b-instruct-v0,us-east-1-mistral-mixtral-8x7b-instruct-v0,,0,,,
3280,us-east-1-moonshotai-kimi-k2-5,us-east-1-moonshotai-kimi-k2-5,,0,,,
3281,us-east-1-moonshotai-kimi-k2-thinking,us-east-1-moonshotai-kimi-k2-thinking,,0,,,
3282,us-east-1-qwen-qwen3-coder-next,us-east-1-qwen-qwen3-coder-next,,0,,,
3283,us-east-2-deepseek-v3-2,us-east-2-deepseek-v3-2,,0,,,
3284,us-east-2-minimax-minimax-m2-1,us-east-2-minimax-minimax-m2-1,,0,,,
3285,us-east-2-moonshotai-kimi-k2-5,us-east-2-moonshotai-kimi-k2-5,,0,,,
3286,us-east-2-moonshotai-kimi-k2-thinking,us-east-2-moonshotai-kimi-k2-thinking,,0,,,
3287,us-east-2-qwen-qwen3-coder-next,us-east-2-qwen-qwen3-coder-next,,0,,,
3288,us-gov-east-1-amazon-nova-pro-v1,us-gov-east-1-amazon-nova-pro-v1,,0,,,
3289,us-gov-east-1-amazon-titan-embed-text-v1,us-gov-east-1-amazon-titan-embed-text-v1,,0,,,
3290,us-gov-east-1-amazon-titan-embed-text-v2,us-gov-east-1-amazon-titan-embed-text-v2,,0,,,
3291,us-gov-east-1-amazon-titan-text-express-v1,us-gov-east-1-amazon-titan-text-express-v1,,0,,,
3292,us-gov-east-1-amazon-titan-text-lite-v1,us-gov-east-1-amazon-titan-text-lite-v1,,0,,,
3293,us-gov-east-1-amazon-titan-text-premier-v1,us-gov-east-1-amazon-titan-text-premier-v1,,0,,,
3294,us-gov-east-1-anthropic-claude-3-5-sonnet-20240620-v1,us-gov-east-1-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,
3295,us-gov-east-1-anthropic-claude-3-haiku-20240307-v1,us-gov-east-1-anthropic-claude-3-haiku-20240307-v1,,0,,,
3296,us-gov-east-1-claude-sonnet-4-5-20250929-v1,us-gov-east-1-claude-sonnet-4-5-20250929-v1,,0,,,
3297,us-gov-east-1-meta-llama3-70b-instruct-v1,us-gov-east-1-meta-llama3-70b-instruct-v1,,0,,,
3298,us-gov-east-1-meta-llama3-8b-instruct-v1,us-gov-east-1-meta-llama3-8b-instruct-v1,,0,,,
3299,us-gov-west-1-amazon-nova-pro-v1,us-gov-west-1-amazon-nova-pro-v1,,0,,,
3300,us-gov-west-1-amazon-titan-embed-text-v1,us-gov-west-1-amazon-titan-embed-text-v1,,0,,,
3301,us-gov-west-1-amazon-titan-embed-text-v2,us-gov-west-1-amazon-titan-embed-text-v2,,0,,,
3302,us-gov-west-1-amazon-titan-text-express-v1,us-gov-west-1-amazon-titan-text-express-v1,,0,,,
3303,us-gov-west-1-amazon-titan-text-lite-v1,us-gov-west-1-amazon-titan-text-lite-v1,,0,,,
3304,us-gov-west-1-amazon-titan-text-premier-v1,us-gov-west-1-amazon-titan-text-premier-v1,,0,,,
3305,us-gov-west-1-anthropic-claude-3-5-sonnet-20240620-v1,us-gov-west-1-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,
3306,us-gov-west-1-anthropic-claude-3-7-sonnet-20250219-v1,us-gov-west-1-anthropic-claude-3-7-sonnet-20250219-v1,,0,,,
3307,us-gov-west-1-anthropic-claude-3-haiku-20240307-v1,us-gov-west-1-anthropic-claude-3-haiku-20240307-v1,,0,,,
3308,us-gov-west-1-claude-sonnet-4-5-20250929-v1,us-gov-west-1-claude-sonnet-4-5-20250929-v1,,0,,,
3309,us-gov-west-1-meta-llama3-70b-instruct-v1,us-gov-west-1-meta-llama3-70b-instruct-v1,,0,,,
3310,us-gov-west-1-meta-llama3-8b-instruct-v1,us-gov-west-1-meta-llama3-8b-instruct-v1,,0,,,
3311,us-gpt-4-1-2025-04-14,us-gpt-4-1-2025-04-14,,0,,,
3312,us-gpt-4-1-mini-2025-04-14,us-gpt-4-1-mini-2025-04-14,,0,,,
3313,us-gpt-4-1-nano-2025-04-14,us-gpt-4-1-nano-2025-04-14,,0,,,
3314,us-gpt-4o-2024-08-06,us-gpt-4o-2024-08-06,,0,,,
3315,us-gpt-4o-2024-11-20,us-gpt-4o-2024-11-20,,0,,,
3316,us-gpt-4o-mini-2024-07-18,us-gpt-4o-mini-2024-07-18,,0,,,
3317,us-gpt-4o-mini-realtime-preview-2024-12-17,us-gpt-4o-mini-realtime-preview-2024-12-17,,0,,,
3318,us-gpt-4o-realtime-preview-2024-10-01,us-gpt-4o-realtime-preview-2024-10-01,,0,,,
3319,us-gpt-4o-realtime-preview-2024-12-17,us-gpt-4o-realtime-preview-2024-12-17,,0,,,
3320,us-gpt-5-1,us-gpt-5-1,,0,,,
3321,us-gpt-5-1-chat,us-gpt-5-1-chat,,0,,,
3322,us-gpt-5-1-codex,us-gpt-5-1-codex,,0,,,
3323,us-gpt-5-1-codex-mini,us-gpt-5-1-codex-mini,,0,,,
3324,us-gpt-5-2025-08-07,us-gpt-5-2025-08-07,,0,,,
3325,us-gpt-5-mini-2025-08-07,us-gpt-5-mini-2025-08-07,,0,,,
3326,us-gpt-5-nano-2025-08-07,us-gpt-5-nano-2025-08-07,,0,,,
3327,us-meta-llama3-1-405b-instruct-v1,us-meta-llama3-1-405b-instruct-v1,,0,,,
3328,us-meta-llama3-1-70b-instruct-v1,us-meta-llama3-1-70b-instruct-v1,,0,,,
3329,us-meta-llama3-1-8b-instruct-v1,us-meta-llama3-1-8b-instruct-v1,,0,,,
3330,us-meta-llama3-2-11b-instruct-v1,us-meta-llama3-2-11b-instruct-v1,,0,,,
3331,us-meta-llama3-2-1b-instruct-v1,us-meta-llama3-2-1b-instruct-v1,,0,,,
3332,us-meta-llama3-2-3b-instruct-v1,us-meta-llama3-2-3b-instruct-v1,,0,,,
3333,us-meta-llama3-2-90b-instruct-v1,us-meta-llama3-2-90b-instruct-v1,,0,,,
3334,us-meta-llama3-3-70b-instruct-v1,us-meta-llama3-3-70b-instruct-v1,,0,,,
3335,us-meta-llama4-maverick-17b-instruct-v1,us-meta-llama4-maverick-17b-instruct-v1,,0,,,
3336,us-meta-llama4-scout-17b-instruct-v1,us-meta-llama4-scout-17b-instruct-v1,,0,,,
3337,us-mistral-pixtral-large-2502-v1,us-mistral-pixtral-large-2502-v1,,0,,,
3338,us-o1-2024-12-17,us-o1-2024-12-17,,0,,,
3339,us-o1-mini-2024-09-12,us-o1-mini-2024-09-12,,0,,,
3340,us-o1-preview-2024-09-12,us-o1-preview-2024-09-12,,0,,,
3341,us-o3-2025-04-16,us-o3-2025-04-16,,0,,,
3342,us-o3-mini-2025-01-31,us-o3-mini-2025-01-31,,0,,,
3343,us-o4-mini-2025-04-16,us-o4-mini-2025-04-16,,0,,,
3344,us-twelvelabs-marengo-embed-2-7-v1,us-twelvelabs-marengo-embed-2-7-v1,,0,,,
3345,us-twelvelabs-pegasus-1-2-v1,us-twelvelabs-pegasus-1-2-v1,,0,,,
3346,us-west-1-meta-llama3-70b-instruct-v1,us-west-1-meta-llama3-70b-instruct-v1,,0,,,
3347,us-west-1-meta-llama3-8b-instruct-v1,us-west-1-meta-llama3-8b-instruct-v1,,0,,,
3348,us-west-2-1-month-commitment-anthropic-claude-instant-v1,us-west-2-1-month-commitment-anthropic-claude-instant-v1,,0,,,
3349,us-west-2-1-month-commitment-anthropic-claude-v1,us-west-2-1-month-commitment-anthropic-claude-v1,,0,,,
3350,us-west-2-1-month-commitment-anthropic-claude-v2,us-west-2-1-month-commitment-anthropic-claude-v2,,0,,,
3351,us-west-2-6-month-commitment-anthropic-claude-instant-v1,us-west-2-6-month-commitment-anthropic-claude-instant-v1,,0,,,
3352,us-west-2-6-month-commitment-anthropic-claude-v1,us-west-2-6-month-commitment-anthropic-claude-v1,,0,,,
3353,us-west-2-6-month-commitment-anthropic-claude-v2,us-west-2-6-month-commitment-anthropic-claude-v2,,0,,,
3354,us-west-2-anthropic-claude-instant-v1,us-west-2-anthropic-claude-instant-v1,,0,,,
3355,us-west-2-anthropic-claude-v1,us-west-2-anthropic-claude-v1,,0,,,
3356,us-west-2-anthropic-claude-v2,us-west-2-anthropic-claude-v2,,0,,,
3357,us-west-2-deepseek-v3-2,us-west-2-deepseek-v3-2,,0,,,
3358,us-west-2-minimax-minimax-m2-1,us-west-2-minimax-minimax-m2-1,,0,,,
3359,us-west-2-mistral-mistral-7b-instruct-v0,us-west-2-mistral-mistral-7b-instruct-v0,,0,,,
3360,us-west-2-mistral-mistral-large-2402-v1,us-west-2-mistral-mistral-large-2402-v1,,0,,,
3361,us-west-2-mistral-mixtral-8x7b-instruct-v0,us-west-2-mistral-mixtral-8x7b-instruct-v0,,0,,,
3362,us-west-2-moonshotai-kimi-k2-5,us-west-2-moonshotai-kimi-k2-5,,0,,,
3363,us-west-2-moonshotai-kimi-k2-thinking,us-west-2-moonshotai-kimi-k2-thinking,,0,,,
3364,us-west-2-qwen-qwen3-coder-next,us-west-2-qwen-qwen3-coder-next,,0,,,
3365,us-writer-palmyra-x4-v1,us-writer-palmyra-x4-v1,,0,,,
3366,us-writer-palmyra-x5-v1,us-writer-palmyra-x5-v1,,0,,,
3367,v0-1-0-md,v0-1.0-md,,0,,,
3368,v0-1-5-lg,v0-1.5-lg,,0,,,
3369,v0-1-5-md,v0-1.5-md,,0,,,
3370,v0-v0-1-0-md,v0-v0-1-0-md,,0,,,
3371,v0-v0-1-5-lg,v0-v0-1-5-lg,,0,,,
3372,v0-v0-1-5-md,v0-v0-1-5-md,,0,,,
3373,venice-uncensored,Venice Uncensored 1.1,,0,,,
3374,veo-2,Veo-2,,0,,,
3375,veo-3,Veo-3,,0,,,
3376,veo-3-1,Veo-3.1,,0,,,
3377,veo-3-1-fast,Veo-3.1-Fast,,0,,,
3378,veo-3-fast,Veo-3-Fast,,0,,,
3379,vercel-ai-gateway-alibaba-qwen-3-14b,vercel-ai-gateway-alibaba-qwen-3-14b,,0,,,
3380,vercel-ai-gateway-alibaba-qwen-3-235b,vercel-ai-gateway-alibaba-qwen-3-235b,,0,,,
3381,vercel-ai-gateway-alibaba-qwen-3-30b,vercel-ai-gateway-alibaba-qwen-3-30b,,0,,,
3382,vercel-ai-gateway-alibaba-qwen-3-32b,vercel-ai-gateway-alibaba-qwen-3-32b,,0,,,
3383,vercel-ai-gateway-alibaba-qwen3-coder,vercel-ai-gateway-alibaba-qwen3-coder,,0,,,
3384,vercel-ai-gateway-amazon-nova-lite,vercel-ai-gateway-amazon-nova-lite,,0,,,
3385,vercel-ai-gateway-amazon-nova-micro,vercel-ai-gateway-amazon-nova-micro,,0,,,
